speaker_id;file_name;sample_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence;class_labels;primary_lang_group;secondary_lang_group;primary_lang_group_id;secondary_lang_group_id
212;arabic159;arabic159;medina, saudi arabia;arabic;none;19;male;14;naturalistic;usa;1;7;Afro-Asiatic;Semitic;1;102
213;arabic160;arabic160;amman, jordan;arabic;french;26;female;3;academic;usa;5;7;Afro-Asiatic;Semitic;1;102
214;arabic161;arabic161;minya, egypt;arabic;german french;38;female;12;academic;usa;10;7;Afro-Asiatic;Semitic;1;102
215;arabic162;arabic162;buraydah, saudi arabia;arabic;none;50;male;12;academic;usa;8;7;Afro-Asiatic;Semitic;1;102
216;arabic163;arabic163;bouznika, morocco;arabic;french;27;female;14;academic;usa;3;7;Afro-Asiatic;Semitic;1;102
217;arabic164;arabic164;sale, morocco;arabic;french;30;female;15;academic;usa;2;7;Afro-Asiatic;Semitic;1;102
218;arabic165;arabic165;beirut, lebanon;arabic;french;62;female;12;academic;usa;20;7;Afro-Asiatic;Semitic;1;102
219;arabic166;arabic166;buraydah, saudi arabia;arabic;none;18;male;17;academic;usa;1;7;Afro-Asiatic;Semitic;1;102
220;arabic167;arabic167;alkharj, saudi arabia;arabic;none;24;male;19;academic;usa;0.5;7;Afro-Asiatic;Semitic;1;102
221;arabic168;arabic168;jiddah, saudi arabia;arabic;none;42;female;21;academic;usa;11;7;Afro-Asiatic;Semitic;1;102
222;arabic169;arabic169;tripoli, libya;arabic;french swedish;21;female;11;naturalistic;usa;2;7;Afro-Asiatic;Semitic;1;102
223;arabic170;arabic170;vienna, virginia, usa;arabic;none;19;female;6;naturalistic;usa;9;7;Afro-Asiatic;Semitic;1;102
224;arabic171;arabic171;medina, saudi arabia;arabic;none;22;male;18;academic;usa;5;7;Afro-Asiatic;Semitic;1;102
225;arabic172;arabic172;montgomery, alabama, usa;arabic;none;39;male;13;academic;usa;6;7;Afro-Asiatic;Semitic;1;102
226;arabic173;arabic173;tyre, lebanon;arabic;none;43;female;19;naturalistic;usa;23;7;Afro-Asiatic;Semitic;1;102
227;arabic174;arabic174;riyadh, saudi arabia;arabic;none;23;female;8;academic;usa;0.9;7;Afro-Asiatic;Semitic;1;102
228;arabic175;arabic175;jiddah, saudi arabia;arabic;none;30;male;20;academic;usa;8;7;Afro-Asiatic;Semitic;1;102
229;arabic176;arabic176;jiddah, saudi arabia;arabic;none;19;male;6;naturalistic;usa;0.1;7;Afro-Asiatic;Semitic;1;102
230;arabic177;arabic177;riyadh, saudi arabia;arabic;none;26;male;12;academic;usa;0.5;7;Afro-Asiatic;Semitic;1;102
231;arabic178;arabic178;jiddah, saudi arabia;arabic;none;57;male;18;academic;usa;1;7;Afro-Asiatic;Semitic;1;102
232;arabic179;arabic179;riyadh, saudi arabia;arabic;none;26;male;13;academic;usa;8;7;Afro-Asiatic;Semitic;1;102
233;arabic180;arabic180;riyadh, saudi arabia;arabic;none;18;male;12;academic;usa;1;7;Afro-Asiatic;Semitic;1;102
234;arabic181;arabic181;riyadh, saudi arabia;arabic;none;19;male;12;academic;usa;0.2;7;Afro-Asiatic;Semitic;1;102
235;arabic182;arabic182;riyadh, saudi arabia;arabic;none;32;female;12;academic;usa;0.6;7;Afro-Asiatic;Semitic;1;102
236;arabic183;arabic183;riyadh, saudi arabia;arabic;none;27;female;17;academic;usa;6;7;Afro-Asiatic;Semitic;1;102
237;arabic184;arabic184;riyadh, saudi arabia;arabic;none;21;male;12;academic;usa;7;7;Afro-Asiatic;Semitic;1;102
238;arabic185;arabic185;riyadh, saudi arabia;arabic;none;35;male;12;academic;usa;0.5;7;Afro-Asiatic;Semitic;1;102
239;arabic186;arabic186;riyadh, saudi arabia;arabic;none;24;female;19;academic;usa;6;7;Afro-Asiatic;Semitic;1;102
240;arabic187;arabic187;riyadh, saudi arabia;arabic;none;20;female;15;academic;usa;6;7;Afro-Asiatic;Semitic;1;102
241;arabic188;arabic188;riyadh, saudi arabia;arabic;none;20;male;6;academic;usa;5;7;Afro-Asiatic;Semitic;1;102
242;arabic189;arabic189;riyadh, saudi arabia;arabic;none;18;female;12;academic;usa;2;7;Afro-Asiatic;Semitic;1;102
243;arabic190;arabic190;riyadh, saudi arabia;arabic;none;25;female;15;academic;usa;0.2;7;Afro-Asiatic;Semitic;1;102
244;arabic191;arabic191;riyadh, saudi arabia;arabic;none;21;female;7;academic;usa;5;7;Afro-Asiatic;Semitic;1;102
245;arabic192;arabic192;riyadh, saudi arabia;arabic;none;19;female;7;academic;usa;4;7;Afro-Asiatic;Semitic;1;102
246;arabic193;arabic193;riyadh, saudi arabia;arabic;none;29;male;18;academic;usa;7;7;Afro-Asiatic;Semitic;1;102
247;arabic194;arabic194;riyadh, saudi arabia;arabic;none;20;male;12;academic;usa;0.1;7;Afro-Asiatic;Semitic;1;102
248;arabic195;arabic195;tunis, tunisia;arabic;french;53;female;13;academic;usa;13;7;Afro-Asiatic;Semitic;1;102
249;arabic196;arabic196;cairo, egypt;arabic;french;39;male;7;academic;usa;11;7;Afro-Asiatic;Semitic;1;102
250;arabic197;arabic197;khartoum, sudan;arabic;none;66;male;14;academic;usa;36;7;Afro-Asiatic;Semitic;1;102
251;arabic198;arabic198;damascus, syria;arabic;french;56;male;15;academic;usa;30;7;Afro-Asiatic;Semitic;1;102
252;arabic199;arabic199;kenitra, morocco;arabic;french;26;female;14;academic;usa;0.3;7;Afro-Asiatic;Semitic;1;102
253;arabic200;arabic200;jerusalem, israel;arabic;spanish;48;female;12;academic;usa;24;7;Afro-Asiatic;Semitic;1;102
254;armenian1;armenian1;yerevan, armenia;armenian;russian french;19;female;9;academic;usa;1;8;not selected;not selected;0;0
255;armenian2;armenian2;tehran, iran;armenian;farsi;44;female;7;academic;usa;5;8;not selected;not selected;0;0
256;armenian3;armenian3;yerevan, armenia;armenian;russian;54;female;12;academic;usa;6;8;not selected;not selected;0;0
257;armenian4;armenian4;tbilisi, republic of georgia;armenian;russian;27;female;12;academic;usa;4.5;8;not selected;not selected;0;0
258;armenian5;armenian5;yerevan, armenia;armenian;russian greek;21;female;15;academic;usa;0.5;8;not selected;not selected;0;0
259;armenian6;armenian6;armavir, russia;armenian;russian;23;male;11;academic;;0;8;not selected;not selected;0;0
260;armenian7;armenian7;tehran, iran;armenian;farsi;31;male;10;academic;usa;3;8;not selected;not selected;0;0
261;armenian8;armenian8;yerevan, armenia;armenian;russian;50;female;35;naturalistic;usa;15;8;not selected;not selected;0;0
262;ashanti1;ashanti1;accra, ghana;ashanti;french fanti;42;female;1;naturalistic;ghana, usa;42;9;not selected;not selected;0;0
263;azerbaijani1;azerbaijani1;naxcivan, azerbaijan;azerbaijani;russian;24;male;14;academic;usa;1;10;not selected;not selected;0;0
264;azerbaijani2;azerbaijani2;baku, azerbaijan;azerbaijani;turkish russian farsi;42;female;40;naturalistic;usa;2;10;not selected;not selected;0;0
265;azerbaijani3;azerbaijani3;baku, azerbaijan;azerbaijani;turkish arabic;31;male;16;academic;usa;2;10;not selected;not selected;0;0
266;azerbaijani4;azerbaijani4;urmia, iran;azerbaijani;farsi turkish arabic;32;female;9;academic;usa;3;10;not selected;not selected;0;0
267;azerbaijani5;azerbaijani5;urmia, iran;azerbaijani;farsi;37;male;14;academic;usa;3;10;not selected;not selected;0;0
268;azerbaijani6;azerbaijani6;julfa, azerbaijan;azerbaijani;none;21;male;16;academic;usa;4;10;not selected;not selected;0;0
269;bafang1;bafang1;douala, cameroon;bafang;french;40;male;30;academic;usa;10;11;not selected;not selected;0;0
270;bafang2;bafang2;douala, cameroon;bafang;french;38;male;6;academic;usa;5;11;not selected;not selected;0;0
271;baga1;baga1;conakry, guinea;baga;susu mandingo french;31;male;29;academic;usa;2;12;not selected;not selected;0;0
272;bai1;bai1;jianchuan, yunnan, china;bai;mandarin;43;female;40;academic;;0;13;not selected;not selected;0;0
273;balantaganja1;balanta ganja1;koussi, senegal;balanta ganja;french wolof spanish creole mandingue;24;male;12;academic;;0;14;not selected;not selected;0;0
274;bambara1;bambara1;bamako, mali;bambara;french;15.5;female;12;academic;usa;0.4;15;not selected;not selected;0;0
275;bambara2;bambara2;bamako, mali;bambara;french;26;female;18;academic;usa;2;15;not selected;not selected;0;0
276;bambara3;bambara3;bamako, mali;bambara;french;22;male;12;academic;usa;0.25;15;not selected;not selected;0;0
277;bambara4;bambara4;goudiri, senegal;bambara;pulaar portuguese wolof french;26;male;14;academic;;0;15;not selected;not selected;0;0
278;bambara5;bambara5;segou, mali;bambara;french;23;female;21;academic;usa;1;15;not selected;not selected;0;0
279;bamun1;bamun1;foumban, cameroon;bamun;french russian;31;female;15;academic;usa;2;16;not selected;not selected;0;0
280;bari1;bari1;khartoum, sudan;bari;arabic kresh;34;male;6;academic;usa;6;17;not selected;not selected;0;0
281;bari2;bari2;khartoum, sudan;bari;arabic;36;male;7;academic;usa;5;17;not selected;not selected;0;0
282;basque1;basque1;vizcaya, spain;basque;spanish;69;female;34;naturalistic;usa;35;18;not selected;not selected;0;0
283;basque2;basque2;guernica, spain;basque;spanish;50;male;19;naturalistic;usa;30;18;not selected;not selected;0;0
284;bavarian1;bavarian1;erding, bavaria, germany;bavarian;italian french;54;female;10;academic;usa, uk;17;19;not selected;not selected;0;0
285;bavarian2;bavarian2;berchtesgaden, germany;bavarian;french dutch;52;female;10;academic;usa;15;19;not selected;not selected;0;0
286;belarusan1;belarusan1;chamiancy, vilejka, belarus;belarusan;russian;25;male;11;academic;;0;20;not selected;not selected;0;0
287;belarusan2;belarusan2;minsk, belarus;belarusan;russian polish;43;female;12;academic;usa;5;20;not selected;not selected;0;0
288;belarusan3;belarusan3;gomel, belarus;belarusan;russian;18;male;6;academic;;0;20;not selected;not selected;0;0
289;bengali1;bengali1;dhaka, bangladesh;bengali;hindi-urdu;23;male;16;academic;usa;1;21;Indo-European;Indo-Iranian;5;505
290;bengali2;bengali2;lusaka, zambia;bengali;french;25;female;2;naturalistic;usa;21;21;Indo-European;Indo-Iranian;5;505
291;bengali3;bengali3;dhaka, bangladesh;bengali;urdu hindi-urdu spanish;19;female;5;academic;usa;6;21;Indo-European;Indo-Iranian;5;505
292;bengali4;bengali4;chittagong, bangladesh;bengali;hindi-urdu spanish;24;male;6;academic;usa;5;21;Indo-European;Indo-Iranian;5;505
293;bengali5;bengali5;dhaka, bangladesh;bengali;urdu hindi;40;female;5;academic;usa;15;21;Indo-European;Indo-Iranian;5;505
294;bengali6;bengali6;jamshedpur, jharkhand, india;bengali;hindi;29;male;4;naturalistic;uk;2;21;Indo-European;Indo-Iranian;5;505
295;bengali8;bengali8;noakhali, bangladesh;bengali;urdu hindi;54;male;5;academic;usa;9;21;Indo-European;Indo-Iranian;5;505
296;bengali7;bengali7;mymensingh, bangladesh;bengali;hindi urdu;49;male;6;academic;usa;5.5;21;Indo-European;Indo-Iranian;5;505
297;bengali9;bengali9;kolkata, india;bengali;hindi;61;female;12;academic;usa;0.5;21;Indo-European;Indo-Iranian;5;505
298;bengali10;bengali10;dhaka, bangladesh;bengali;none;18;female;3;academic;usa;6;21;Indo-European;Indo-Iranian;5;505
299;bengali11;bengali11;durgapur, west bengal, india;bengali;hindi;34;male;3.5;academic;usa;8;21;Indo-European;Indo-Iranian;5;505
300;bengali12;bengali12;sylhet, bangladesh;bengali;urdu hindi;25;female;4;academic;usa;3;21;Indo-European;Indo-Iranian;5;505
301;bengali13;bengali13;dhaka, bangladesh;bengali;hindi urdu arabic;33;female;10;academic;usa;7;21;Indo-European;Indo-Iranian;5;505
302;bengali14;bengali14;kolkata, india;bengali;none;26;male;4;;;0;21;Indo-European;Indo-Iranian;5;505
303;bengali15;bengali15;dhaka, bangladesh;bengali;hindi urdu;46;female;8;academic;usa;14;21;Indo-European;Indo-Iranian;5;505
304;bengali16;bengali16;dhaka, bangladesh;bengali;none;24;female;6;academic;usa;1;21;Indo-European;Indo-Iranian;5;505
305;bengali17;bengali17;sylhet, bangladesh;bengali;hindi urdu;19;female;6;academic;usa;13;21;Indo-European;Indo-Iranian;5;505
306;bengali18;bengali18;dhaka, bangladesh;bengali;urdu;20;female;17;academic;usa;5;21;Indo-European;Indo-Iranian;5;505
307;bengali19;bengali19;hyderabad, telangana, india;bengali;hindi telugu;25;female;3;academic;usa;0.5;21;Indo-European;Indo-Iranian;5;505
308;bengali20;bengali20;chittagong, bangladesh;bengali;hindi;23;male;5;academic;usa;3.5;21;Indo-European;Indo-Iranian;5;505
309;bengali21;bengali21;sreepur, bangladesh;bengali;hindi;53;male;8;academic;usa;1.5;21;Indo-European;Indo-Iranian;5;505
310;bengali22;bengali22;satkhira, bangladesh;bengali;hindi urdu;49;male;7;academic;usa;14;21;Indo-European;Indo-Iranian;5;505
311;bosnian1;bosnian1;doboj, bosnia and herzegovina;bosnian;german russian;39;male;37;academic;usa;2;22;Indo-European;Balto-Slavic;5;505
312;bosnian2;bosnian2;sarajevo, bosnia and herzegovina;bosnian;slovenian;21;male;10;naturalistic;usa;0.1;22;Indo-European;Balto-Slavic;5;505
313;bosnian3;bosnian3;sarajevo, bosnia and herzegovina;bosnian;none;25;female;12;academic;usa;1.5;22;Indo-European;Balto-Slavic;5;505
314;bosnian4;bosnian4;travnik, bosnia and herzegovina;bosnian;none;20;male;11;academic;usa;1.3;22;Indo-European;Balto-Slavic;5;505
315;bosnian5;bosnian5;travnik, bosnia and herzegovina;bosnian;german;25;female;6;academic;usa;0.4;22;Indo-European;Balto-Slavic;5;505
316;bosnian6;bosnian6;zenica, bosnia and herzegovina;bosnian;none;29;female;22;naturalistic;usa;8;22;Indo-European;Balto-Slavic;5;505
317;bosnian7;bosnian7;gornji vakuf, bosnia and herzegovina;bosnian;german;24;female;10;academic;usa;1.3;22;Indo-European;Balto-Slavic;5;505
318;bosnian8;bosnian8;sarajevo, bosnia and herzegovina;bosnian;spanish;24;female;15;academic;usa;1.5;22;Indo-European;Balto-Slavic;5;505
319;bosnian9;bosnian9;sarajevo, bosnia and herzegovina;bosnian;german french italian;47;male;5;academic;uk, usa, south africa;15;22;Indo-European;Balto-Slavic;5;505
320;bosnian10;bosnian10;gornji vakuf, bosnia and herzegovina;bosnian;spanish;31;female;15;academic;usa;8;22;Indo-European;Balto-Slavic;5;505
321;bosnian11;bosnian11;kotorsko, bosnia and herzegovina;bosnian;serbian croatian russian;51;male;31;naturalisic;usa;20.5;22;Indo-European;Balto-Slavic;5;505
322;bosnian12;bosnian12;zenica, bosnia and herzegovina;bosnian;french;27;male;5;academic;;0;22;Indo-European;Balto-Slavic;5;505
323;bulgarian1;bulgarian1;plovdiv, bulgaria;bulgarian;russian;25;female;16;academic;usa;7;23;Indo-European;Balto-Slavic;5;505
324;bulgarian2;bulgarian2;sofia, bulgaria;bulgarian;russian;53;female;42;academic;usa;11;23;Indo-European;Balto-Slavic;5;505
325;bulgarian3;bulgarian3;sofia, bulgaria;bulgarian;russian;27;male;10;academic;usa;10;23;Indo-European;Balto-Slavic;5;505
326;bulgarian4;bulgarian4;plovdiv, bulgaria;bulgarian;russian;22;male;20;naturalistic;usa;2;23;Indo-European;Balto-Slavic;5;505
327;bulgarian5;bulgarian5;sofia, bulgaria;bulgarian;russian;23;male;14;academic;usa;9;23;Indo-European;Balto-Slavic;5;505
328;bulgarian6;bulgarian6;ruse, bulgaria;bulgarian;greek;27;male;11;naturalistic;;0;23;Indo-European;Balto-Slavic;5;505
329;bulgarian7;bulgarian7;stara zagora, bulgaria;bulgarian;spanish;18;male;13;academic;;0;23;Indo-European;Balto-Slavic;5;505
330;bulgarian8;bulgarian8;sofia, bulgaria;bulgarian;russian;31;female;8;academic;usa;6;23;Indo-European;Balto-Slavic;5;505
331;bulgarian9;bulgarian9;ruse, bulgaria;bulgarian;russian spanish;31;female;10;academic;usa;9;23;Indo-European;Balto-Slavic;5;505
332;bulgarian10;bulgarian10;dobrich, bulgaria;bulgarian;russian german serbian greek;21;female;15;academic;usa;2.5;23;Indo-European;Balto-Slavic;5;505
333;bulgarian11;bulgarian11;dobrich, bulgaria;bulgarian;russian german;24;male;16;academic;usa;2.5;23;Indo-European;Balto-Slavic;5;505
334;bulgarian12;bulgarian12;sofia, bulgaria;bulgarian;russian;30;female;9;academic;usa;8;23;Indo-European;Balto-Slavic;5;505
335;bulgarian13;bulgarian13;chirpan, bulgaria;bulgarian;macedonian french;20;male;9;academic;usa;10;23;Indo-European;Balto-Slavic;5;505
336;bulgarian14;bulgarian14;sofia, bulgaria;bulgarian;russian serbian arabic;46;male;30;academic;usa;14;23;Indo-European;Balto-Slavic;5;505
337;bulgarian15;bulgarian15;varna, bulgaria;bulgarian;spanish;22;male;10;naturalistic;usa;12;23;Indo-European;Balto-Slavic;5;505
338;bulgarian16;bulgarian16;kyustendil, bulgaria;bulgarian;german;21;male;6;academic;uk;0.1;23;Indo-European;Balto-Slavic;5;505
339;bulgarian17;bulgarian17;sofia, bulgaria;bulgarian;russian german french;31;female;9;naturalistic;usa;16;23;Indo-European;Balto-Slavic;5;505
340;bulgarian18;bulgarian18;razlog, bulgaria;bulgarian;none;20;male;10;academic;usa;1;23;Indo-European;Balto-Slavic;5;505
341;bulgarian19;bulgarian19;varna, bulgaria;bulgarian;none;34;female;10;academic;usa;12;23;Indo-European;Balto-Slavic;5;505
342;bulgarian20;bulgarian20;kyustendil, bulgaria;bulgarian;russian french;47;female;16;naturalistic;usa;20;23;Indo-European;Balto-Slavic;5;505
343;burmese1;burmese1;yangon, myanmar;burmese;none;35;female;11;academic;usa;1.5;24;not selected;not selected;0;0
344;burmese2;burmese2;yangon, myanmar;burmese;chinese;29;male;7;naturalistic;singapore;5;24;not selected;not selected;0;0
345;cameroon_creole_english1;cameroon creole english1;buea, cameroon;cameroon creole english;none;18;male;10;academic;usa;8;25;not selected;not selected;0;0
346;cantonese1;cantonese1;hong kong, china;cantonese;mandarin;22;female;12;academic;usa;1;26;Sino-Tibetan;Chinese;12;1201
347;cantonese2;cantonese2;hong kong, china;cantonese;mandarin;20;male;13;academic;usa;0.3;26;Sino-Tibetan;Chinese;12;1201
348;cantonese3;cantonese3;hong kong, china;cantonese;french mandarin;22;male;6;academic;uk;0.1;26;Sino-Tibetan;Chinese;12;1201
349;cantonese4;cantonese4;fuzhou, fujian, china;cantonese;mandarin;29;female;13;academic;usa;4;26;Sino-Tibetan;Chinese;12;1201
350;cantonese5;cantonese5;hong kong, china;cantonese;mandarin;18;male;14;academic;new zealand;0.7;26;Sino-Tibetan;Chinese;12;1201
351;cantonese6;cantonese6;hong kong, china;cantonese;mandarin japanese;25;male;5;academic;;0;26;Sino-Tibetan;Chinese;12;1201
352;cantonese7;cantonese7;hong kong, china;cantonese;mandarin;31;male;4;academic;canada;16;26;Sino-Tibetan;Chinese;12;1201
353;cantonese8;cantonese8;hong kong, china;cantonese;french;23;female;2;academic;canada;15;26;Sino-Tibetan;Chinese;12;1201
354;cantonese9;cantonese9;hong kong, china;cantonese;mandarin tagalog;22;male;7;academic;uk;5;26;Sino-Tibetan;Chinese;12;1201
355;cantonese10;cantonese10;xiamen, fujian, china;cantonese;mandarin;25;female;3;academic;canada;0.5;26;Sino-Tibetan;Chinese;12;1201
356;cantonese11;cantonese11;hong kong, china;cantonese;none;22;female;3;academic;;0;26;Sino-Tibetan;Chinese;12;1201
357;cantonese12;cantonese12;macau, china;cantonese;mandarin norwegian portuguese;20;female;4;academic;canada;2.3;26;Sino-Tibetan;Chinese;12;1201
358;cantonese13;cantonese13;hong kong, china;cantonese;mandarin;21;female;3;academic;;0;26;Sino-Tibetan;Chinese;12;1201
359;cantonese14;cantonese14;hong kong, china;cantonese;mandarin;19;female;3;academic;uk;0.5;26;Sino-Tibetan;Chinese;12;1201
360;cantonese15;cantonese15;qingyuan, guangdong, china;cantonese;hakka mandarin french;31;female;12;academic;usa;5.5;26;Sino-Tibetan;Chinese;12;1201
361;cantonese16;cantonese16;hong kong, china;cantonese;french;29;female;3;academic;usa, australia;4;26;Sino-Tibetan;Chinese;12;1201
362;cantonese17;cantonese17;hong kong, china;cantonese;french mandarin japanese;26;female;3;academic;uk, usa;15;26;Sino-Tibetan;Chinese;12;1201
363;cantonese18;cantonese18;hong kong, china;cantonese;mandarin japanese;19;male;3;academic;;0;26;Sino-Tibetan;Chinese;12;1201
364;cantonese19;cantonese19;hong kong, china;cantonese;mandarin;28;female;7;academic;usa;0.1;26;Sino-Tibetan;Chinese;12;1201
365;cantonese20;cantonese20;hong kong, china;cantonese;mandarin japanese;18;male;3;academic;;0;26;Sino-Tibetan;Chinese;12;1201
366;cantonese21;cantonese21;hong kong, china;cantonese;mandarin;18;female;4;naturalistic;;0;26;Sino-Tibetan;Chinese;12;1201
367;cantonese22;cantonese22;hong kong, china;cantonese;none;30;female;3;academic;;0;26;Sino-Tibetan;Chinese;12;1201
368;cantonese23;cantonese23;hong kong, china;cantonese;none;33;male;6;academic;;0;26;Sino-Tibetan;Chinese;12;1201
369;cantonese24;cantonese24;hong kong, china;cantonese;mandarin;23;female;3;academic;usa;4;26;Sino-Tibetan;Chinese;12;1201
370;cantonese25;cantonese25;hong kong, china;cantonese;mandarin;23;male;3;academic;;0;26;Sino-Tibetan;Chinese;12;1201
371;cantonese26;cantonese26;hong kong, china;cantonese;none;26;female;6;academic;usa;10;26;Sino-Tibetan;Chinese;12;1201
372;cantonese27;cantonese27;ho chi minh city, vietnam;cantonese;vietnamese;20;male;15;academic;usa;5;26;Sino-Tibetan;Chinese;12;1201
373;cantonese28;cantonese28;guangzhou, china;cantonese;mandarin;25;female;7;academic;usa;4;26;Sino-Tibetan;Chinese;12;1201
374;cantonese29;cantonese29;hong kong, china;cantonese;none;20;male;6;academic;usa;16;26;Sino-Tibetan;Chinese;12;1201
375;cantonese30;cantonese30;guangzhou, china;cantonese;korean;25;female;6;academic;australia;1.5;26;Sino-Tibetan;Chinese;12;1201
