speaker_id;file_name;birth_place;native_langs;other_langs;age;sex;age_of_english_onset;english_learning_method;english_residence;years_of_english_residence
348;spanish7;bogota, colombia;spanish;arabic french german swedish esperanto;21;female;20;academic;usa;0.4
349;spanish8;san salvador, el salvador;spanish;none;21;male;12;academic;usa;0.5
350;spanish9;araure, venezuela;spanish;none;20;male;17;academic;usa,trinidad;0.4
351;swedish1;solna, sweden;swedish;german;56;female;11;academic;usa;20
352;swedish2;uppsala, sweden;swedish;german;20;male;10;academic;;0
353;swedish3;stockholm, sweden;swedish;german;24;male;10;academic;;0
354;swedish4;lulea, sweden;swedish;german;22;male;10;academic;;0
355;synthesized1;;synthesized;none;0;male;0;;mac system 8.5;0
356;synthesized2;;synthesized;none;0;female;0;;mac system 8.5;0
357;synthesized3;;synthesized;none;0;female;0;;mac system 8.5;0
358;synthesized4;;synthesized;none;0;male;0;;mac system 8.5;0
359;tagalog1;manila, philippines;tagalog;none;18;male;10;academic;usa;0.5
360;tagalog2;urdaneta, luzon, philippines;tagalog;ilocano;21;female;7;academic;usa;4
361;tagalog3;honiara, guadalcanal, solomon islands;tagalog;bislama solomon islands pidgin;19;female;1;naturalistic;usa;3
362;taishan1;taishan, guangdong, china;taishan;cantonese mandarin;21;male;7;academic;usa;10
363;taiwanese1;ping tung, taiwan;taiwanese;mandarin;36;female;13;academic;uk,usa;1.7
364;taiwanese2;taipei, taiwan;taiwanese;mandarin;24;female;17;academic;usa;0.25
365;taiwanese3;tainan, taiwan;taiwanese;mandarin;30;female;13;academic;usa;0.7
366;taiwanese4;kao-hsiung, taiwan;taiwanese;mandarin;45;female;21;naturalistic;usa;34
367;tamil1;colombo, sri lanka;tamil;sinhalese telugu malayalam;39;male;7;academic;usa;13
368;tatar1;kargali, tatarstan, russia;tatar;russian french;29;female;10;academic;usa;8
369;telugu1;kadapa, india;telugu;hindi-urdu tamil;31;male;6;academic;usa;4
370;telugu2;guntur, andhra pradesh, india;telugu;hindi-urdu;18;male;6;academic;usa;3
371;thai1;khon kaen, thailand;thai;none;25;female;10;academic;usa;1
372;thai2;chiang mai, thailand;thai;none;20;male;10;academic;new zealand,usa;2
373;thai3;bangkok, thailand;thai;none;22;male;4;academic;usa;0.25
374;tibetan1;lhasa, tibet;tibetan;mandarin french;26;female;13;academic;usa;0.5
375;tibetan2;khamba, tibet;tibetan;mandarin;41;female;35;academic;usa;0.1
376;tibetan3;mysore, india;tibetan;hindi-urdu;20;female;7;academic;usa;0.7
377;tigrigna1;adigrat, ethiopia;tigrigna;amharic;25;female;17;academic;usa;5
378;tigrigna2;asmara, eritrea;tigrigna;amharic oromo;23;female;20;academic;usa;3
379;tigrigna3;asmara, eritrea;tigrigna;amharic italian arabic;44;male;7;academic;usa;22
380;tok pisin1;madang, madang province, papua new guinea;tok pisin;kuanua manem;38;male;4;academic;usa;6
381;turkish1;bingol, turkey;turkish;none;27;female;26;academic;usa;0.8
382;turkish2;ankara, turkey;turkish;german;24;male;16;academic;usa;0.2
383;turkish3;adana, turkey;turkish;kurdish;27;male;12;academic;usa;1.2
384;turkish4;kayseri, turkey;turkish;none;20;male;14;academic;usa;0.4
385;turkish5;istanbul, turkey;turkish;none;30;female;11;academic;usa;5
386;turkish6;istanbul, turkey;turkish;german japanese;19;male;14;academic;;0
387;turkish7;izmir, turkey;turkish;german;19;male;13;academic;;0
388;twi1;kumasi, ghana;twi;none;25;female;12;academic;usa;12
389;twi2;ajumako, ghana;twi;french;33;male;6;academic;usa;2
390;urdu1;karachi, pakistan;urdu;hindko saraiki punjabi sindhi;22;male;18;academic;usa;1
391;urdu2;sialkot, pakistan;urdu;punjabi;48;female;6;academic;usa;10
392;uyghur1;urumqi, xin jiang, china;uyghur;mandarin turkish;46;female;45;academic;usa;1.5
393;uzbek1;samarkand, uzbekistan;uzbek;russian turkish;39;female;39;academic;usa;1
394;uzbek2;kabul, afghanistan;uzbek;farsi turkish;35;female;28;academic;usa;6
395;vietnamese1;can tho, vietnam;vietnamese;french;29;male;12;academic;usa;0.5
396;vietnamese2;ho chi minh city, vietnam;vietnamese;mandarin;29;male;25;academic;usa;2
397;vietnamese3;vinh long, vietnam;vietnamese;none;28;female;9;academic;usa;0.8
398;vietnamese4;hanoi, vietnam;vietnamese;japanese russian;25;female;15;academic;usa;1
399;vietnamese5;cam ranh, vietnam;vietnamese;cantonese;34;male;31;academic;usa;2
400;vietnamese6;ho chi minh city, vietnam;vietnamese;french;41;male;12;academic;usa;2
401;vietnamese7;hue, vietnam;vietnamese;none;29;female;18;academic;usa;10
402;wolof1;dakar, senegal;wolof;bambara french;21;male;12;academic;usa;1.5
403;wolof2;dakar, senegal;wolof;bambara;37;male;11;academic;usa;8
404;yiddish1;st. etienne, france;yiddish;french hebrew;60;male;8;academic;canada,uk;57
405;yiddish2;winnipeg, manitoba, canada;yiddish;hebrew;78;female;6;academic;canada,usa;71
406;zulu1;bulawayo, zimbabwe;zulu;shona ndebele;24;female;14;academic;usa;7
407;english105;windsor, ontario, canada;english;none;57;male;0;naturalistic;canada;57
408;english106;los angeles, california, usa;english;spanish;39;female;0;naturalistic;usa;39
409;maltese1;mosta, malta;maltese;italian german french;30;female;4;academic;;0
410;spanish29;maracaibo, zulia, venezuela;spanish;french;18;male;10;academic;canada;0.5
411;hebrew6;rishon, israel;hebrew;french spanish german;33;female;9;academic;;0
412;french9;lamentin, martinique;french;spanish creole;21;male;11;academic;;0
413;bambara3;bamako, mali;bambara;french;22;male;12;academic;usa;0.25
414;yoruba1;cotonou, benin;yoruba;french german;20;male;20;academic;usa;0.25
415;dinka1;rumbek, boherat, sudan;dinka;arabic;39;male;33;academic;usa;5.5
416;english107;chicago, illinois, usa;english;spanish;19;male;0;naturalistic;usa;19
417;belarusan1;chamiancy, vilejka, belarus;belarusan;russian;25;male;11;academic;;0
418;afrikaans3;pretoria, transvaal, south africa;afrikaans;gujarati sindhi french;43;male;4;naturalistic;usa;20.7
419;english108;strabane, northern ireland, uk;english;dutch french german spanish;21;male;0;naturalistic;uk;21.5
420;english109;concord, new hampshire, usa;english;irish;26;female;0;naturalistic;usa;26
421;english110;great yarmouth, norfolk, uk;english;japanese;21;male;0;naturalistic;uk;0
422;icelandic1;reykjavik, iceland;icelandic;danish german;21;male;11;academic;;0
423;urdu3;karachi, sind, pakistan;urdu;gujarati sindhi;25;male;3;academic;canada;2
424;sindhi1;karachi, pakistan;sindhi;urdu punjabi turkish;26;male;8;academic;uk;1.5
425;pahari1;jammu, kashmir, india;pahari;punjabi urdu hindi-urdu;25;male;5;academic;uk;1
426;english111;bombay, india;english;hindi-urdu french;21;male;0;naturalistic;india, usa;4
427;english112;st. thomas, us virgin islands;english;french;21;male;0;naturalistic;us virgin islands;21
428;arabic14;amman, jordan;arabic;hebrew;47;male;11;naturalistic;usa;25
429;tamil2;madras, tamil nadu, india;tamil;hindi-urdu kannada malayalam;35;female;4;naturalistic;usa;5
430;mandarin8;jingmen, hubei, china;mandarin;none;29;male;12;academic;usa;5
431;krio2;freetown, sierra leone;krio;mandingo temne;26;male;5;naturalistic;sierra leone, usa;26
432;lamotrekese1;lamotrek island, federated states of micronesia;lamotrekese;chuukese ulithian pohnpeian;38;male;14;academic;usa;4
433;yapese1;yap island, federated states of micronesia;yapese;spanish;34;female;14;academic;usa;10
434;azerbaijani2;baku, azerbaijan;azerbaijani;turkish russian farsi;42;female;40;naturalistic;usa;2
435;armenian2;tehran, iran;armenian;farsi;44;female;7;academic;usa;5
436;mende1;harbel, liberia;mende;none;35;male;5;academic;liberia, usa;35
437;arabic15;qayrawan, tunisia;arabic;french;40;male;33;naturalistic;usa;7
438;konkani1;hyderabad, andhra pradesh, india;konkani;marathi hindi-urdu kannada;38;female;6;academic;india;38
439;english113;wrexham, wales, uk;english;french welsh;31;male;0;naturalistic;wales, australia;31
440;italian5;vicenza, veneto, italy;italian;spanish;52;male;25;academic;usa;3.5
441;spanish30;buenos aires, argentina;spanish;french portuguese italian;18;male;5;academic;;0
442;english114;birmingham 2;alabama, usa;english;none;38;female;0;naturalistic;usa;38
443;english115;st. albans, hertfordshire, uk;english;none;31;male;0;naturalistic;uk;31
444;english116;atlanta, georgia, usa;english;none;56;male;0;naturalistic;usa;56
445;english117;elmore, alabama, usa;english;none;60;female;0;naturalistic;usa;60
446;english118;akron, ohio, usa;english;none;19;male;0;naturalistic;usa;17
447;vietnamese8;ninh binh, vietnam;vietnamese;french;69;male;12;academic;usa;30
448;thai4;songkhla, thailand;thai;none;23;female;7;academic;usa;0.2
449;spanish31;guayaquil, ecuador;spanish;none;31;female;7;academic;usa;7
450;spanish32;santa cruz, bolivia;spanish;portuguese;26;male;22;academic;usa;4
451;mandarin9;shanghai, china;mandarin;none;38;male;12;academic;usa;2
452;korean8;seoul, south korea;korean;none;39;female;13;academic;usa;10
453;farsi10;tehran, iran;farsi;dari;45;female;10;academic;usa;8
454;swedish5;goteborg, sweden;swedish;none;18;male;13;academic;;0
455;english119;saskatoon, saskatchewan, canada;english;none;32;female;0;naturalistic;canada;32
456;english120;saskatoon, saskatchewan, canada;english;german;65;male;0;naturalistic;canada;65
457;sundanese1;kuningan, indonesia;sundanese;bahasa indonesia;37;female;15;academic;usa;12
458;albanian3;tirana, albania;albanian;italian french russian greek spanish;44;male;35;naturalistic;usa;9
459;lithuanian2;vilnius, lithuania;lithuanian;russian;34;female;32;academic;usa;2
460;russian12;st. petersburg, russia;russian;none;62;male;53;naturalistic;usa;9
461;sinhala3;colombo, sri lanka;sinhala;none;25;female;8;academic;usa;0.75
462;cantonese6;hong kong, china;cantonese;mandarin japanese;25;male;5;academic;;0
463;georgian2;akhmeta, republic of georgia;georgian;russian german french;41;female;36;naturalistic;usa;4
464;kikongo1;new orleans, louisiana, usa;kikongo;french;19;male;16;academic;usa;1
465;english121;waconia, minnesota, usa;english;french;21;male;0;naturalistic;usa;21
466;kikuyu1;nairobi, kenya;kikuyu;kiswahili french;48;male;5;academic;usa;8
467;spanish33;caracas, venezuela;spanish;none;18;male;15;academic;usa;3
468;english122;kuala lumpur, malaysia;english;mandarin japanese;20;female;0;naturalistic;singapore,usa;13
469;english123;riverside, california, usa;english;none;28;female;0;naturalistic;usa, uk;23
470;tagalog4;san fernando, la union, philippines;tagalog;ilocano;48;female;7;academic;usa;20
471;arabic16;meknes, morocco;arabic;french spanish;22;male;16;academic;;0
472;russian13;moscow, russia;russian;french spanish;26;male;10;academic;;0
473;italian6;naples, italy;italian;german;32;female;15;academic;;0
474;korean9;taejon, south korea;korean;japanese;34;male;12;academic;uk,australia;2
475;oriya1;bargarh, orissa, india;oriya;hindi;35;male;5;academic;;0
476;spanish34;cartagena, spain;spanish;german;28;male;11;academic;uk;0.75
477;croatian1;unije, croatia;croatian;italian german;81;female;16;academic;usa;66
478;turkish8;sivas, turkey;turkish;none;37;male;17;academic;usa;11
479;spanish35;mexico city, mexico;spanish;italian;28;male;17;academic;usa;4.25
480;english124;brooklyn, new york, usa;english;none;38;male;0;naturalistic;usa;38
481;taiwanese5;tainan, taiwan;taiwanese;mandarin korean;27;male;15;naturalistic;usa;0.5
482;polish5;ozarow maz, poland;polish;french german spanish;22;male;9;academic;;0
483;korean10;gwangju, south korea;korean;none;34;male;13;academic;3.5;0
484;luo2;maseno, kenya;luo;swahili french;33;female;5;academic;usa, uk, kenya;4
485;english125;st. george, queensland, australia;english;none;28;male;0;naturalistic;australia;28
486;japanese8;tokyo, japan;japanese;german latin;25;male;12;academic;;0
487;english126;cincinnati, ohio, usa;english;spanish;34;female;0;naturalistic;usa;34
488;tswana1;kalamare, botswana;tswana;none;31;male;7;academic;botswana, usa;10
489;english127;new britain, connecticut, usa;english;none;39;male;0;naturalistic;usa;39
490;english128;miami, florida, usa;english;french;20;female;0;naturalistic;usa;20
491;mandarin10;beijing, china;mandarin;none;19;male;3;academic;south africa;3.75
492;english129;blackpool, lancashire, uk;english;korean indonesian polish french;25;male;0;naturalistic;uk, australia;25
493;swiss german1;eischoll, switzerland;swiss german;french german;21;male;10;academic;usa, uk;2
494;cantonese7;hong kong, china;cantonese;mandarin;31;male;4;academic;canada;16
495;portuguese11;sao paulo, brazil;portuguese;spanish;40;female;7;academic;;0
496;english130;port elizabeth, south africa;english;afrikaans;32;male;0;naturalistic;south africa;32
497;english131;west palm beach, florida, usa;english;none;23;male;0;naturalistic;usa;23
498;cantonese8;hong kong, china;cantonese;french;23;female;2;academic;canada;15
499;spanish36;montevideo, uruguay;spanish;none;27;male;25;academic;;0
500;french10;bordeaux, france;french;spanish german;31;male;10;academic;ireland;1
501;german7;berlin, germany;german;french;20;male;11;academic;usa;1
502;cantonese9;hong kong, china;cantonese;mandarin tagalog;22;male;7;academic;uk;5
503;english132;toronto, ontario, canada;english;none;18;female;0;naturalistic;canada;18
504;english133;norwich, new york, usa;english;spanish;36;female;0;naturalistic;usa;36
505;cantonese10;xiamen, fujian, china;cantonese;mandarin;25;female;3;academic;canada;0.5
506;english134;belfast, northern ireland, uk;english;french;22;female;0;naturalistic;uk;22
507;english135;orange beach, alabama, usa;english;none;22;male;0;naturalistic;usa;22
508;english136;calgary, alberta, canada;english;none;25;male;0;naturalistic;canada;25
509;english137;charleston, west virginia, usa;english;japanese;26;male;0;naturalistic;usa;26
510;english138;palmer, alaska, usa;english;german;25;female;0;naturalistic;usa;25
511;english139;providence, rhode island, usa;english;none;20;male;0;naturalistic;usa;20
512;arabic17;settat, morocco;arabic;french;35;male;15;academic;;0
513;portuguese12;lisbon, portugal;portuguese;none;36;male;12;academic;;0
514;french11;limoges, france;french;spanish;31;male;11;academic;usa;8
515;english140;quezon city, philippines;english;tagalog;43;male;0;naturalistic;philippines,canada;43
516;english141;york, uk;english;french german;19;male;0;naturalistic;uk;19
517;english142;avon, new york, usa;english;french;19;male;0;naturalistic;usa;19
518;english143;minneapolis, minnesota, usa;english;french;42;male;0;naturalistic;usa, uk;42
519;english144;barneys river, nova scotia, canada;english;spanish;24;male;0;naturalistic;canada;24
520;portuguese13;santa maria, rio grande do sul, brazil;portuguese;spanish;18;male;9;academic;;0
521;english145;bury st. edmunds, uk;english;none;18;male;0;naturalistic;uk;13
522;english146;blytheville, arkansas, usa;english;spanish;22;male;0;naturalistic;usa;22
523;english147;merced, california, usa;english;portuguese;40;female;0;naturalistic;usa;40
524;french12;montreal, quebec, canada;french;spanish;19;female;9;academic;australia;0.2
525;english148;sydney, australia;english;none;31;male;0;naturalistic;australia;31
526;english149;lawrenceville, georgia, usa;english;none;18;male;0;naturalistic;usa;18
527;english150;brownsville, kentucky, usa;english;spanish;31;male;0;naturalistic;usa;31
528;english151;baltimore, maryland, usa;english;spanish;18;male;0;naturalistic;usa;18
529;english152;adelaide, australia;english;none;18;male;0;naturalistic;australia;18
530;serbian3;belgrade, serbia;serbian;none;25;male;7;academic;usa;8
531;tamil3;chennai, india;tamil;none;26;male;10;naturalistic;uk;3
532;turkish9;istanbul, turkey;turkish;none;25;male;11;academic;;0
533;english153;brisbane, australia;english;none;35;male;0;naturalistic;australia;35
534;english154;glace bay, nova scotia, canada;english;none;28;male;0;naturalistic;canada;28
535;english155;oakland, california, usa;english;none;35;male;0;naturalistic;usa;35
536;english156;dublin, ireland;english;mandarin french irish;33;male;0;naturalistic;ireland;33
537;dutch3;alkmaar, netherlands;dutch;german esperanto;19;male;6;academic;;0
538;english157;fort worth, texas, usa;english;none;35;male;0;naturalistic;usa;35
539;arabic18;kuwait city, kuwait;arabic;french;18;male;6;academic;;0
540;english158;washington, district of columbia, usa;english;spanish german;18;female;0;naturalistic;usa;18
541;english159;ottawa, ontario, canada;english;none;18;male;0;naturalistic;canada;18
542;english160;redwood falls, minnesota, usa;english;none;21;female;0;naturalistic;usa;21
543;japanese9;yokohama, japan;japanese;none;24;male;13;academic;canada;4
544;cantonese11;hong kong, china;cantonese;none;22;female;3;academic;;0
545;german8;bernburg, germany;german;hungarian french turkish;25;male;10;academic;;0
546;english161;wakefield, ohio, usa;english;none;75;female;0;naturalistic;usa;75
547;english163;fairview park, ohio, usa;english;german dutch;41;male;0;naturalistic;usa;39
548;english162;delaware, ohio, usa;english;none;41;female;0;naturalistic;usa;39
