,speaker_id,file_name,sample_name,birth_place,native_langs,other_langs,age,sex,age_of_english_onset,english_learning_method,english_residence,years_of_english_residence,class_labels,primary_lang_group,secondary_lang_group,primary_lang_group_id,secondary_lang_group_id
196,2479,arabic144,arabic144,"laayoune, morocco",arabic,french,32.0,male,29.0,academic,usa,3.0,7,Afro-Asiatic,Semitic,1,102
197,2488,arabic145,arabic145,"riyadh, saudi arabia",arabic,none,22.0,female,9.0,academic,usa,5.0,7,Afro-Asiatic,Semitic,1,102
198,2508,arabic146,arabic146,"amman, jordan",arabic,none,27.0,male,17.0,academic,usa,9.0,7,Afro-Asiatic,Semitic,1,102
199,2544,arabic147,arabic147,"baha, saudi arabia",arabic,none,56.0,female,16.0,academic,,0.0,7,Afro-Asiatic,Semitic,1,102
200,2550,arabic148,arabic148,"taif, saudi arabia",arabic,none,18.0,female,12.0,academic,,0.0,7,Afro-Asiatic,Semitic,1,102
201,2584,arabic149,arabic149,"riyadh, saudi arabia",arabic,none,26.0,female,12.0,academic,usa,0.5,7,Afro-Asiatic,Semitic,1,102
202,2592,arabic150,arabic150,"riyadh, saudi arabia",arabic,none,25.0,female,12.0,academic,usa,2.0,7,Afro-Asiatic,Semitic,1,102
203,2598,arabic151,arabic151,"riyadh, saudi arabia",arabic,french,25.0,female,5.0,academic,usa,3.0,7,Afro-Asiatic,Semitic,1,102
204,2607,arabic152,arabic152,"riyadh, saudi arabia",arabic,none,28.0,female,7.0,naturalistic,usa,10.0,7,Afro-Asiatic,Semitic,1,102
205,2676,arabic153,arabic153,"kuwait city, kuwait",arabic,none,20.0,male,5.0,academic,"usa, uk",3.1,7,Afro-Asiatic,Semitic,1,102
206,2693,arabic154,arabic154,"baha, saudi arabia",arabic,none,64.0,male,12.0,academic,usa,3.5,7,Afro-Asiatic,Semitic,1,102
207,2720,arabic155,arabic155,"buraydah, saudi arabia",arabic,none,28.0,male,15.0,academic,"usa, canada",1.5,7,Afro-Asiatic,Semitic,1,102
208,2730,arabic156,arabic156,"cairo, egypt",arabic,none,18.0,female,6.0,academic,usa,3.5,7,Afro-Asiatic,Semitic,1,102
209,2734,arabic157,arabic157,"sanaa, yemen",arabic,none,38.0,female,6.0,academic,usa,2.0,7,Afro-Asiatic,Semitic,1,102
210,2741,arabic158,arabic158,"jakarta, indonesia",arabic,indonesian,22.0,male,8.0,academic,usa,5.0,7,Afro-Asiatic,Semitic,1,102
211,2742,arabic159,arabic159,"medina, saudi arabia",arabic,none,19.0,male,14.0,naturalistic,usa,1.0,7,Afro-Asiatic,Semitic,1,102
212,2743,arabic160,arabic160,"amman, jordan",arabic,french,26.0,female,3.0,academic,usa,5.0,7,Afro-Asiatic,Semitic,1,102
213,2749,arabic161,arabic161,"minya, egypt",arabic,german french,38.0,female,12.0,academic,usa,10.0,7,Afro-Asiatic,Semitic,1,102
214,2750,arabic162,arabic162,"buraydah, saudi arabia",arabic,none,50.0,male,12.0,academic,usa,8.0,7,Afro-Asiatic,Semitic,1,102
215,2752,arabic163,arabic163,"bouznika, morocco",arabic,french,27.0,female,14.0,academic,usa,3.0,7,Afro-Asiatic,Semitic,1,102
216,2765,arabic164,arabic164,"sale, morocco",arabic,french,30.0,female,15.0,academic,usa,2.0,7,Afro-Asiatic,Semitic,1,102
217,2771,arabic165,arabic165,"beirut, lebanon",arabic,french,62.0,female,12.0,academic,usa,20.0,7,Afro-Asiatic,Semitic,1,102
218,2780,arabic166,arabic166,"buraydah, saudi arabia",arabic,none,18.0,male,17.0,academic,usa,1.0,7,Afro-Asiatic,Semitic,1,102
219,2788,arabic167,arabic167,"alkharj, saudi arabia",arabic,none,24.0,male,19.0,academic,usa,0.5,7,Afro-Asiatic,Semitic,1,102
220,2794,arabic168,arabic168,"jiddah, saudi arabia",arabic,none,42.0,female,21.0,academic,usa,11.0,7,Afro-Asiatic,Semitic,1,102
221,2809,arabic169,arabic169,"tripoli, libya",arabic,french swedish,21.0,female,11.0,naturalistic,usa,2.0,7,Afro-Asiatic,Semitic,1,102
222,2811,arabic170,arabic170,"vienna, virginia, usa",arabic,none,19.0,female,6.0,naturalistic,usa,9.0,7,Afro-Asiatic,Semitic,1,102
223,2832,arabic171,arabic171,"medina, saudi arabia",arabic,none,22.0,male,18.0,academic,usa,5.0,7,Afro-Asiatic,Semitic,1,102
224,2842,arabic172,arabic172,"montgomery, alabama, usa",arabic,none,39.0,male,13.0,academic,usa,6.0,7,Afro-Asiatic,Semitic,1,102
225,2858,arabic173,arabic173,"tyre, lebanon",arabic,none,43.0,female,19.0,naturalistic,usa,23.0,7,Afro-Asiatic,Semitic,1,102
226,2864,arabic174,arabic174,"riyadh, saudi arabia",arabic,none,23.0,female,8.0,academic,usa,0.9,7,Afro-Asiatic,Semitic,1,102
227,2868,arabic175,arabic175,"jiddah, saudi arabia",arabic,none,30.0,male,20.0,academic,usa,8.0,7,Afro-Asiatic,Semitic,1,102
228,2873,arabic176,arabic176,"jiddah, saudi arabia",arabic,none,19.0,male,6.0,naturalistic,usa,0.1,7,Afro-Asiatic,Semitic,1,102
229,2889,arabic177,arabic177,"riyadh, saudi arabia",arabic,none,26.0,male,12.0,academic,usa,0.5,7,Afro-Asiatic,Semitic,1,102
230,2899,arabic178,arabic178,"jiddah, saudi arabia",arabic,none,57.0,male,18.0,academic,usa,1.0,7,Afro-Asiatic,Semitic,1,102
231,2900,arabic179,arabic179,"riyadh, saudi arabia",arabic,none,26.0,male,13.0,academic,usa,8.0,7,Afro-Asiatic,Semitic,1,102
232,2901,arabic180,arabic180,"riyadh, saudi arabia",arabic,none,18.0,male,12.0,academic,usa,1.0,7,Afro-Asiatic,Semitic,1,102
233,2902,arabic181,arabic181,"riyadh, saudi arabia",arabic,none,19.0,male,12.0,academic,usa,0.2,7,Afro-Asiatic,Semitic,1,102
234,2903,arabic182,arabic182,"riyadh, saudi arabia",arabic,none,32.0,female,12.0,academic,usa,0.6,7,Afro-Asiatic,Semitic,1,102
235,2904,arabic183,arabic183,"riyadh, saudi arabia",arabic,none,27.0,female,17.0,academic,usa,6.0,7,Afro-Asiatic,Semitic,1,102
236,2905,arabic184,arabic184,"riyadh, saudi arabia",arabic,none,21.0,male,12.0,academic,usa,7.0,7,Afro-Asiatic,Semitic,1,102
237,2906,arabic185,arabic185,"riyadh, saudi arabia",arabic,none,35.0,male,12.0,academic,usa,0.5,7,Afro-Asiatic,Semitic,1,102
238,2907,arabic186,arabic186,"riyadh, saudi arabia",arabic,none,24.0,female,19.0,academic,usa,6.0,7,Afro-Asiatic,Semitic,1,102
239,2908,arabic187,arabic187,"riyadh, saudi arabia",arabic,none,20.0,female,15.0,academic,usa,6.0,7,Afro-Asiatic,Semitic,1,102
240,2909,arabic188,arabic188,"riyadh, saudi arabia",arabic,none,20.0,male,6.0,academic,usa,5.0,7,Afro-Asiatic,Semitic,1,102
241,2910,arabic189,arabic189,"riyadh, saudi arabia",arabic,none,18.0,female,12.0,academic,usa,2.0,7,Afro-Asiatic,Semitic,1,102
242,2911,arabic190,arabic190,"riyadh, saudi arabia",arabic,none,25.0,female,15.0,academic,usa,0.2,7,Afro-Asiatic,Semitic,1,102
243,2912,arabic191,arabic191,"riyadh, saudi arabia",arabic,none,21.0,female,7.0,academic,usa,5.0,7,Afro-Asiatic,Semitic,1,102
244,2913,arabic192,arabic192,"riyadh, saudi arabia",arabic,none,19.0,female,7.0,academic,usa,4.0,7,Afro-Asiatic,Semitic,1,102
245,2914,arabic193,arabic193,"riyadh, saudi arabia",arabic,none,29.0,male,18.0,academic,usa,7.0,7,Afro-Asiatic,Semitic,1,102
246,2915,arabic194,arabic194,"riyadh, saudi arabia",arabic,none,20.0,male,12.0,academic,usa,0.1,7,Afro-Asiatic,Semitic,1,102
247,2945,arabic195,arabic195,"tunis, tunisia",arabic,french,53.0,female,13.0,academic,usa,13.0,7,Afro-Asiatic,Semitic,1,102
248,2950,arabic196,arabic196,"cairo, egypt",arabic,french,39.0,male,7.0,academic,usa,11.0,7,Afro-Asiatic,Semitic,1,102
249,2957,arabic197,arabic197,"khartoum, sudan",arabic,none,66.0,male,14.0,academic,usa,36.0,7,Afro-Asiatic,Semitic,1,102
250,2968,arabic198,arabic198,"damascus, syria",arabic,french,56.0,male,15.0,academic,usa,30.0,7,Afro-Asiatic,Semitic,1,102
251,2974,arabic199,arabic199,"kenitra, morocco",arabic,french,26.0,female,14.0,academic,usa,0.3,7,Afro-Asiatic,Semitic,1,102
252,2981,arabic200,arabic200,"jerusalem, israel",arabic,spanish,48.0,female,12.0,academic,usa,24.0,7,Afro-Asiatic,Semitic,1,102
288,34,bengali1,bengali1,"dhaka, bangladesh",bengali,hindi-urdu,23.0,male,16.0,academic,usa,1.0,21,Indo-European,Indo-Iranian,5,505
289,35,bengali2,bengali2,"lusaka, zambia",bengali,french,25.0,female,2.0,naturalistic,usa,21.0,21,Indo-European,Indo-Iranian,5,505
290,36,bengali3,bengali3,"dhaka, bangladesh",bengali,urdu hindi-urdu spanish,19.0,female,5.0,academic,usa,6.0,21,Indo-European,Indo-Iranian,5,505
291,37,bengali4,bengali4,"chittagong, bangladesh",bengali,hindi-urdu spanish,24.0,male,6.0,academic,usa,5.0,21,Indo-European,Indo-Iranian,5,505
292,622,bengali5,bengali5,"dhaka, bangladesh",bengali,urdu hindi,40.0,female,5.0,academic,usa,15.0,21,Indo-European,Indo-Iranian,5,505
293,624,bengali6,bengali6,"jamshedpur, jharkhand, india",bengali,hindi,29.0,male,4.0,naturalistic,uk,2.0,21,Indo-European,Indo-Iranian,5,505
294,709,bengali8,bengali8,"noakhali, bangladesh",bengali,urdu hindi,54.0,male,5.0,academic,usa,9.0,21,Indo-European,Indo-Iranian,5,505
295,710,bengali7,bengali7,"mymensingh, bangladesh",bengali,hindi urdu,49.0,male,6.0,academic,usa,5.5,21,Indo-European,Indo-Iranian,5,505
296,987,bengali9,bengali9,"kolkata, india",bengali,hindi,61.0,female,12.0,academic,usa,0.5,21,Indo-European,Indo-Iranian,5,505
297,1009,bengali10,bengali10,"dhaka, bangladesh",bengali,none,18.0,female,3.0,academic,usa,6.0,21,Indo-European,Indo-Iranian,5,505
298,1018,bengali11,bengali11,"durgapur, west bengal, india",bengali,hindi,34.0,male,3.5,academic,usa,8.0,21,Indo-European,Indo-Iranian,5,505
299,1682,bengali12,bengali12,"sylhet, bangladesh",bengali,urdu hindi,25.0,female,4.0,academic,usa,3.0,21,Indo-European,Indo-Iranian,5,505
300,1825,bengali13,bengali13,"dhaka, bangladesh",bengali,hindi urdu arabic,33.0,female,10.0,academic,usa,7.0,21,Indo-European,Indo-Iranian,5,505
301,1973,bengali14,bengali14,"kolkata, india",bengali,none,26.0,male,4.0,,,0.0,21,Indo-European,Indo-Iranian,5,505
302,2004,bengali15,bengali15,"dhaka, bangladesh",bengali,hindi urdu,46.0,female,8.0,academic,usa,14.0,21,Indo-European,Indo-Iranian,5,505
303,2073,bengali16,bengali16,"dhaka, bangladesh",bengali,none,24.0,female,6.0,academic,usa,1.0,21,Indo-European,Indo-Iranian,5,505
304,2139,bengali17,bengali17,"sylhet, bangladesh",bengali,hindi urdu,19.0,female,6.0,academic,usa,13.0,21,Indo-European,Indo-Iranian,5,505
305,2318,bengali18,bengali18,"dhaka, bangladesh",bengali,urdu,20.0,female,17.0,academic,usa,5.0,21,Indo-European,Indo-Iranian,5,505
306,2349,bengali19,bengali19,"hyderabad, telangana, india",bengali,hindi telugu,25.0,female,3.0,academic,usa,0.5,21,Indo-European,Indo-Iranian,5,505
307,2792,bengali20,bengali20,"chittagong, bangladesh",bengali,hindi,23.0,male,5.0,academic,usa,3.5,21,Indo-European,Indo-Iranian,5,505
308,2955,bengali21,bengali21,"sreepur, bangladesh",bengali,hindi,53.0,male,8.0,academic,usa,1.5,21,Indo-European,Indo-Iranian,5,505
309,2964,bengali22,bengali22,"satkhira, bangladesh",bengali,hindi urdu,49.0,male,7.0,academic,usa,14.0,21,Indo-European,Indo-Iranian,5,505
310,38,bosnian1,bosnian1,"doboj, bosnia and herzegovina",bosnian,german russian,39.0,male,37.0,academic,usa,2.0,22,Indo-European,Balto-Slavic,5,505
311,39,bosnian2,bosnian2,"sarajevo, bosnia and herzegovina",bosnian,slovenian,21.0,male,10.0,naturalistic,usa,0.1,22,Indo-European,Balto-Slavic,5,505
312,808,bosnian3,bosnian3,"sarajevo, bosnia and herzegovina",bosnian,none,25.0,female,12.0,academic,usa,1.5,22,Indo-European,Balto-Slavic,5,505
313,943,bosnian4,bosnian4,"travnik, bosnia and herzegovina",bosnian,none,20.0,male,11.0,academic,usa,1.3,22,Indo-European,Balto-Slavic,5,505
314,944,bosnian5,bosnian5,"travnik, bosnia and herzegovina",bosnian,german,25.0,female,6.0,academic,usa,0.4,22,Indo-European,Balto-Slavic,5,505
315,1025,bosnian6,bosnian6,"zenica, bosnia and herzegovina",bosnian,none,29.0,female,22.0,naturalistic,usa,8.0,22,Indo-European,Balto-Slavic,5,505
316,1058,bosnian7,bosnian7,"gornji vakuf, bosnia and herzegovina",bosnian,german,24.0,female,10.0,academic,usa,1.3,22,Indo-European,Balto-Slavic,5,505
317,1082,bosnian8,bosnian8,"sarajevo, bosnia and herzegovina",bosnian,spanish,24.0,female,15.0,academic,usa,1.5,22,Indo-European,Balto-Slavic,5,505
318,1289,bosnian9,bosnian9,"sarajevo, bosnia and herzegovina",bosnian,german french italian,47.0,male,5.0,academic,"uk, usa, south africa",15.0,22,Indo-European,Balto-Slavic,5,505
319,2485,bosnian10,bosnian10,"gornji vakuf, bosnia and herzegovina",bosnian,spanish,31.0,female,15.0,academic,usa,8.0,22,Indo-European,Balto-Slavic,5,505
320,2499,bosnian11,bosnian11,"kotorsko, bosnia and herzegovina",bosnian,serbian croatian russian,51.0,male,31.0,naturalisic,usa,20.5,22,Indo-European,Balto-Slavic,5,505
321,2673,bosnian12,bosnian12,"zenica, bosnia and herzegovina",bosnian,french,27.0,male,5.0,academic,,0.0,22,Indo-European,Balto-Slavic,5,505
322,40,bulgarian1,bulgarian1,"plovdiv, bulgaria",bulgarian,russian,25.0,female,16.0,academic,usa,7.0,23,Indo-European,Balto-Slavic,5,505
323,41,bulgarian2,bulgarian2,"sofia, bulgaria",bulgarian,russian,53.0,female,42.0,academic,usa,11.0,23,Indo-European,Balto-Slavic,5,505
324,42,bulgarian3,bulgarian3,"sofia, bulgaria",bulgarian,russian,27.0,male,10.0,academic,usa,10.0,23,Indo-European,Balto-Slavic,5,505
325,43,bulgarian4,bulgarian4,"plovdiv, bulgaria",bulgarian,russian,22.0,male,20.0,naturalistic,usa,2.0,23,Indo-European,Balto-Slavic,5,505
326,44,bulgarian5,bulgarian5,"sofia, bulgaria",bulgarian,russian,23.0,male,14.0,academic,usa,9.0,23,Indo-European,Balto-Slavic,5,505
327,557,bulgarian6,bulgarian6,"ruse, bulgaria",bulgarian,greek,27.0,male,11.0,naturalistic,,0.0,23,Indo-European,Balto-Slavic,5,505
328,566,bulgarian7,bulgarian7,"stara zagora, bulgaria",bulgarian,spanish,18.0,male,13.0,academic,,0.0,23,Indo-European,Balto-Slavic,5,505
329,848,bulgarian8,bulgarian8,"sofia, bulgaria",bulgarian,russian,31.0,female,8.0,academic,usa,6.0,23,Indo-European,Balto-Slavic,5,505
330,923,bulgarian9,bulgarian9,"ruse, bulgaria",bulgarian,russian spanish,31.0,female,10.0,academic,usa,9.0,23,Indo-European,Balto-Slavic,5,505
331,965,bulgarian10,bulgarian10,"dobrich, bulgaria",bulgarian,russian german serbian greek,21.0,female,15.0,academic,usa,2.5,23,Indo-European,Balto-Slavic,5,505
332,966,bulgarian11,bulgarian11,"dobrich, bulgaria",bulgarian,russian german,24.0,male,16.0,academic,usa,2.5,23,Indo-European,Balto-Slavic,5,505
333,1446,bulgarian12,bulgarian12,"sofia, bulgaria",bulgarian,russian,30.0,female,9.0,academic,usa,8.0,23,Indo-European,Balto-Slavic,5,505
334,1512,bulgarian13,bulgarian13,"chirpan, bulgaria",bulgarian,macedonian french,20.0,male,9.0,academic,usa,10.0,23,Indo-European,Balto-Slavic,5,505
335,1611,bulgarian14,bulgarian14,"sofia, bulgaria",bulgarian,russian serbian arabic,46.0,male,30.0,academic,usa,14.0,23,Indo-European,Balto-Slavic,5,505
336,1859,bulgarian15,bulgarian15,"varna, bulgaria",bulgarian,spanish,22.0,male,10.0,naturalistic,usa,12.0,23,Indo-European,Balto-Slavic,5,505
337,1880,bulgarian16,bulgarian16,"kyustendil, bulgaria",bulgarian,german,21.0,male,6.0,academic,uk,0.1,23,Indo-European,Balto-Slavic,5,505
338,1915,bulgarian17,bulgarian17,"sofia, bulgaria",bulgarian,russian german french,31.0,female,9.0,naturalistic,usa,16.0,23,Indo-European,Balto-Slavic,5,505
339,2024,bulgarian18,bulgarian18,"razlog, bulgaria",bulgarian,none,20.0,male,10.0,academic,usa,1.0,23,Indo-European,Balto-Slavic,5,505
340,2616,bulgarian19,bulgarian19,"varna, bulgaria",bulgarian,none,34.0,female,10.0,academic,usa,12.0,23,Indo-European,Balto-Slavic,5,505
341,2691,bulgarian20,bulgarian20,"kyustendil, bulgaria",bulgarian,russian french,47.0,female,16.0,naturalistic,usa,20.0,23,Indo-European,Balto-Slavic,5,505
345,45,cantonese1,cantonese1,"hong kong, china",cantonese,mandarin,22.0,female,12.0,academic,usa,1.0,26,Sino-Tibetan,Chinese,12,1201
346,46,cantonese2,cantonese2,"hong kong, china",cantonese,mandarin,20.0,male,13.0,academic,usa,0.3,26,Sino-Tibetan,Chinese,12,1201
347,47,cantonese3,cantonese3,"hong kong, china",cantonese,french mandarin,22.0,male,6.0,academic,uk,0.1,26,Sino-Tibetan,Chinese,12,1201
348,48,cantonese4,cantonese4,"fuzhou, fujian, china",cantonese,mandarin,29.0,female,13.0,academic,usa,4.0,26,Sino-Tibetan,Chinese,12,1201
349,49,cantonese5,cantonese5,"hong kong, china",cantonese,mandarin,18.0,male,14.0,academic,new zealand,0.7,26,Sino-Tibetan,Chinese,12,1201
350,462,cantonese6,cantonese6,"hong kong, china",cantonese,mandarin japanese,25.0,male,5.0,academic,,0.0,26,Sino-Tibetan,Chinese,12,1201
351,494,cantonese7,cantonese7,"hong kong, china",cantonese,mandarin,31.0,male,4.0,academic,canada,16.0,26,Sino-Tibetan,Chinese,12,1201
352,498,cantonese8,cantonese8,"hong kong, china",cantonese,french,23.0,female,2.0,academic,canada,15.0,26,Sino-Tibetan,Chinese,12,1201
353,502,cantonese9,cantonese9,"hong kong, china",cantonese,mandarin tagalog,22.0,male,7.0,academic,uk,5.0,26,Sino-Tibetan,Chinese,12,1201
354,505,cantonese10,cantonese10,"xiamen, fujian, china",cantonese,mandarin,25.0,female,3.0,academic,canada,0.5,26,Sino-Tibetan,Chinese,12,1201
355,544,cantonese11,cantonese11,"hong kong, china",cantonese,none,22.0,female,3.0,academic,,0.0,26,Sino-Tibetan,Chinese,12,1201
356,602,cantonese12,cantonese12,"macau, china",cantonese,mandarin norwegian portuguese,20.0,female,4.0,academic,canada,2.3,26,Sino-Tibetan,Chinese,12,1201
357,730,cantonese13,cantonese13,"hong kong, china",cantonese,mandarin,21.0,female,3.0,academic,,0.0,26,Sino-Tibetan,Chinese,12,1201
358,742,cantonese14,cantonese14,"hong kong, china",cantonese,mandarin,19.0,female,3.0,academic,uk,0.5,26,Sino-Tibetan,Chinese,12,1201
359,862,cantonese15,cantonese15,"qingyuan, guangdong, china",cantonese,hakka mandarin french,31.0,female,12.0,academic,usa,5.5,26,Sino-Tibetan,Chinese,12,1201
360,874,cantonese16,cantonese16,"hong kong, china",cantonese,french,29.0,female,3.0,academic,"usa, australia",4.0,26,Sino-Tibetan,Chinese,12,1201
361,878,cantonese17,cantonese17,"hong kong, china",cantonese,french mandarin japanese,26.0,female,3.0,academic,"uk, usa",15.0,26,Sino-Tibetan,Chinese,12,1201
362,885,cantonese18,cantonese18,"hong kong, china",cantonese,mandarin japanese,19.0,male,3.0,academic,,0.0,26,Sino-Tibetan,Chinese,12,1201
363,1247,cantonese19,cantonese19,"hong kong, china",cantonese,mandarin,28.0,female,7.0,academic,usa,0.1,26,Sino-Tibetan,Chinese,12,1201
364,1480,cantonese20,cantonese20,"hong kong, china",cantonese,mandarin japanese,18.0,male,3.0,academic,,0.0,26,Sino-Tibetan,Chinese,12,1201
365,1558,cantonese21,cantonese21,"hong kong, china",cantonese,mandarin,18.0,female,4.0,naturalistic,,0.0,26,Sino-Tibetan,Chinese,12,1201
366,1974,cantonese22,cantonese22,"hong kong, china",cantonese,none,30.0,female,3.0,academic,,0.0,26,Sino-Tibetan,Chinese,12,1201
367,1975,cantonese23,cantonese23,"hong kong, china",cantonese,none,33.0,male,6.0,academic,,0.0,26,Sino-Tibetan,Chinese,12,1201
368,2223,cantonese24,cantonese24,"hong kong, china",cantonese,mandarin,23.0,female,3.0,academic,usa,4.0,26,Sino-Tibetan,Chinese,12,1201
369,2234,cantonese25,cantonese25,"hong kong, china",cantonese,mandarin,23.0,male,3.0,academic,,0.0,26,Sino-Tibetan,Chinese,12,1201
370,2320,cantonese26,cantonese26,"hong kong, china",cantonese,none,26.0,female,6.0,academic,usa,10.0,26,Sino-Tibetan,Chinese,12,1201
371,2330,cantonese27,cantonese27,"ho chi minh city, vietnam",cantonese,vietnamese,20.0,male,15.0,academic,usa,5.0,26,Sino-Tibetan,Chinese,12,1201
372,2408,cantonese28,cantonese28,"guangzhou, china",cantonese,mandarin,25.0,female,7.0,academic,usa,4.0,26,Sino-Tibetan,Chinese,12,1201
373,2481,cantonese29,cantonese29,"hong kong, china",cantonese,none,20.0,male,6.0,academic,usa,16.0,26,Sino-Tibetan,Chinese,12,1201
374,2556,cantonese30,cantonese30,"guangzhou, china",cantonese,korean,25.0,female,6.0,academic,australia,1.5,26,Sino-Tibetan,Chinese,12,1201
375,2565,cantonese31,cantonese31,"guangzhou, guangdong, china",cantonese,none,21.0,male,6.0,academic,usa,1.0,26,Sino-Tibetan,Chinese,12,1201
376,2704,cantonese32,cantonese32,"fuzhou, fujian, china",cantonese,mandarin,26.0,female,7.0,academic,usa,2.0,26,Sino-Tibetan,Chinese,12,1201
377,2706,cantonese33,cantonese33,"hong kong, china",cantonese,mandarin,25.0,female,7.0,academic,usa,2.0,26,Sino-Tibetan,Chinese,12,1201
378,2710,cantonese34,cantonese34,"hong kong, china",cantonese,mandarin,19.0,male,6.0,academic,usa,2.0,26,Sino-Tibetan,Chinese,12,1201
379,2854,cantonese35,cantonese35,"foshan, guangdong, china",cantonese,mandarin,21.0,male,9.0,academic,usa,4.0,26,Sino-Tibetan,Chinese,12,1201
421,56,dari1,dari1,"kabul, zoroastrian, afghanistan",dari,farsi urdu hindi-urdu,25.0,female,13.0,academic,usa,5.0,38,Indo-European,Indo-Iranian,5,505
422,642,dari2,dari2,"kabul, afghanistan",dari,pashto,55.0,male,12.0,academic,usa,35.0,38,Indo-European,Indo-Iranian,5,505
423,968,dari3,dari3,"kabul, afghanistan",dari,pashto urdu,20.0,male,12.0,academic,usa,8.0,38,Indo-European,Indo-Iranian,5,505
424,1754,dari4,dari4,"kabul, afghanistan",dari,urdu pashto,59.0,male,13.0,academic,usa,29.0,38,Indo-European,Indo-Iranian,5,505
425,1868,dari5,dari5,"kabul, afghanistan",dari,pashto french,56.0,female,32.0,naturalistic,usa,24.0,38,Indo-European,Indo-Iranian,5,505
426,2681,dari6,dari6,"kabul, afghanistan",dari,none,28.0,female,12.0,academic,usa,1.0,38,Indo-European,Indo-Iranian,5,505
427,2766,dari7,dari7,"kabul, afghanistan",dari,none,72.0,male,12.0,academic,usa,36.0,38,Indo-European,Indo-Iranian,5,505
428,2767,dari8,dari8,"kabul, afghanistan",dari,none,70.0,female,10.0,academic,usa,36.0,38,Indo-European,Indo-Iranian,5,505
429,2808,dari9,dari9,"ghazni, afghanistan",dari,urdu pashto german,22.0,female,14.0,academic,usa,4.0,38,Indo-European,Indo-Iranian,5,505
430,2818,dari10,dari10,"kabul, afghanistan",dari,pashto,25.0,male,18.0,academic,usa,4.5,38,Indo-European,Indo-Iranian,5,505
431,415,dinka1,dinka1,"rumbek, boherat, sudan",dinka,arabic,39.0,male,33.0,academic,usa,5.5,39,Indo-European,Indo-Iranian,5,505
432,57,dutch1,dutch1,"nijmegen, netherlands",dutch,german,38.0,male,13.0,academic,uk,0.1,40,Indo-European,Germanic,5,503
433,58,dutch2,dutch2,"amsterdam, netherlands",dutch,french german,41.0,male,14.0,academic,uk,0.1,40,Indo-European,Germanic,5,503
434,537,dutch3,dutch3,"alkmaar, netherlands",dutch,german esperanto,19.0,male,6.0,academic,,0.0,40,Indo-European,Germanic,5,503
435,743,dutch4,dutch4,"bilzen, flanders, belgium",dutch,french,18.0,male,10.0,academic,,0.0,40,Indo-European,Germanic,5,503
